2016,1,1,LAR,Jared Goff\GoffJa00,,QB,21,2016,0,-2,-2,8
2016,1,2,PHI,Carson Wentz\WentCa00,,QB,23,2016,1,10,10,16
2016,1,3,SDG,Joey Bosa\BosaJo00,,DE,21,2016,1,6,6,12
2016,1,4,DAL,Ezekiel Elliott\ElliEz00,,RB,21,2016,1,16,16,15
2016,1,5,JAX,Jalen Ramsey\RamsJa00,,CB,21,2016,1,8,8,16
2016,1,6,BAL,Ronnie Stanley\StanRo00,,T,22,2016,1,6,6,12
2016,1,7,SFO,DeForest Buckner\BuckDe00,,DE,22,2016,1,7,7,15
2016,1,8,TEN,Jack Conklin\ConkJa00,,T,22,2016,1,15,15,16
2016,1,9,CHI,Leonard Floyd\FloyLe00,,OLB,24,2016,1,6,6,12
2016,1,10,NYG,Eli Apple\ApplEl00,,CB,21,2016,0,4,4,14
2016,1,11,TAM,Vernon Hargreaves\HargVe00,,CB,21,2016,1,6,6,16
2016,1,12,NOR,Sheldon Rankins\RankSh00,,DT,22,2016,0,1,1,9
2016,1,13,MIA,Laremy Tunsil\TunsLa00,,T,22,2016,1,6,6,14
2016,1,14,OAK,Karl Joseph\JoseKa00,,S,23,2016,1,4,4,12
2016,1,15,CLE,Corey Coleman\ColeCo00,,WR,22,2016,1,3,3,10
2016,1,16,DET,Taylor Decker\DeckTa00,,T,22,2016,1,10,10,16
2016,1,17,ATL,Keanu Neal\NealKe01,,SS,21,2016,1,4,4,14
2016,1,18,IND,Ryan Kelly\KellRy00,,C,23,2016,1,9,9,16
2016,1,19,BUF,Shaq Lawson\LawsSh00,,DE,22,2016,0,1,1,10
2016,1,20,NYJ,Darron Lee\LeexDa00,,OLB,21,2016,1,4,4,13
2016,1,21,HOU,Will Fuller\FullWi01,,WR,22,2016,1,6,6,14
2016,1,22,WAS,Josh Doctson\DoctJo00,,WR,23,2016,0,1,1,2
2016,1,23,MIN,Laquon Treadwell\TreaLa00,,WR,21,2016,0,0,0,9
2016,1,24,CIN,William Jackson III\JackWi02,,CB,23,,0,,,
2016,1,25,PIT,Artie Burns\BurnAr00,,CB,21,2016,0,5,5,16
2016,1,26,DEN,Paxton Lynch\LyncPa00,,QB,22,2016,0,1,1,3
2016,1,27,GNB,Kenny Clark\ClarKe01,,DT,20,2016,0,3,3,16
2016,1,28,SFO,Joshua Garnett\GarnJo00,,G,22,2016,1,5,5,15
2016,1,29,ARI,Robert Nkemdiche\NkemRo00,,DT,22,2016,0,0,0,6
2016,1,30,CAR,Vernon Butler\ButlVe00,,DT,22,2016,0,1,1,10
2016,1,31,SEA,Germain Ifedi\IfedGe00,,G,22,2016,1,6,6,13
2016,2,32,CLE,Emmanuel Ogbah\OgbaEm00,,DE,22,2016,1,7,7,16
2016,2,33,TEN,Kevin Dodd\DoddKe00,,DE,24,2016,0,1,1,9
2016,2,34,DAL,Jaylon Smith\SmitJa05,,OLB,21,,0,,,
2016,2,35,SDG,Hunter Henry\HenrHu00,,TE,21,2016,1,4,4,15
2016,2,36,JAX,Myles Jack\JackMy00,,OLB,21,2016,0,5,5,16
2016,2,37,KAN,Chris Jones\JoneCh09,,DT,22,2016,1,6,6,16
2016,2,38,MIA,Xavien Howard\HowaXa00,,CB,23,2016,0,2,2,7
2016,2,39,TAM,Noah Spence\SpenNo00,,DE,22,2016,0,3,3,16
2016,2,40,NYG,Sterling Shepard\ShepSt00,,WR,22,2016,1,5,5,16
2016,2,41,BUF,Reggie Ragland\RaglRe00,,ILB,23,,0,,,
2016,2,42,BAL,Kamalei Correa\CorrKa00,,DE,,2016,0,1,1,9
2016,2,43,TEN,Austin Johnson\JohnAu01,,NT,22,2016,0,1,1,10
2016,2,44,OAK,Jihad Ward\WardJi02,,DE,22,2016,1,5,5,16
2016,2,45,TEN,Derrick Henry\HenrDe00,,RB,22,2016,0,4,4,15
2016,2,46,DET,A'Shawn Robinson\RobiAS00,,DT,21,2016,0,3,3,16
2016,2,47,NOR,Michael Thomas\ThomMi05,,WR,23,2016,1,10,10,15
2016,2,48,GNB,Jason Spriggs\SpriJa00,,T,22,2016,0,3,3,16
2016,2,49,SEA,Jarran Reed\ReedJa02,,DT,23,2016,0,3,3,15
2016,2,50,HOU,Nick Martin\MartNi00,,G,23,,0,,,
2016,2,51,NYJ,Christian Hackenberg\HackCh01,,QB,21,,0,,,
2016,2,52,ATL,Deion Jones\JoneDe01,,OLB,21,2016,1,7,7,15
2016,2,53,WAS,Su'a Cravens\CravSu00,,OLB,21,2016,0,2,2,11
2016,2,54,MIN,Mackensie Alexander\AlexMa01,,CB,22,2016,0,1,1,13
2016,2,55,CIN,Tyler Boyd\BoydTy00,,WR,21,2016,0,5,5,16
2016,2,56,CHI,Cody Whitehair\WhitCo03,,G,24,2016,1,6,6,16
2016,2,57,IND,T.J. Green\GreeT.00,,FS,21,2016,0,2,2,15
2016,2,58,PIT,Sean Davis\DaviSe00,,CB,,2016,0,4,4,16
2016,2,59,TAM,Roberto Aguayo\AguaRo00,,K,22,2016,1,0,0,16
2016,2,60,NWE,Cyrus Jones\JoneCy00,,CB,22,2016,0,1,1,10
2016,2,61,NOR,Vonn Bell\BellVo00,,FS,21,2016,0,4,4,16
2016,2,62,CAR,James Bradberry\BradJa00,,CB,23,2016,1,6,6,13
2016,2,63,DEN,Adam Gotsis\GotsAd00,,DT,24,2016,0,2,2,16
2016,3,64,TEN,Kevin Byard\ByarKe01,,S,23,2016,0,3,3,16
2016,3,65,CLE,Carl Nassib\NassCa00,,DE,23,2016,0,2,2,14
2016,3,66,SDG,Max Tuerk\TuerMa00,,C,22,,0,,,
2016,3,67,DAL,Maliek Collins\CollMa00,,DT,21,2016,1,7,7,16
2016,3,68,SFO,Will Redmond\RedmWi00,,CB,22,,0,,,
2016,3,69,JAX,Yannick Ngakoue\NgakYa00,,DE,21,2016,1,7,7,16
2016,3,70,BAL,Bronson Kaufusi\KaufBr01,,DE,25,,0,,,
2016,3,71,NYG,Darian Thompson\ThomDa05,,S,23,2016,0,0,0,2
2016,3,72,CHI,Jonathan Bullard\BullJo00,,DT,22,2016,0,2,2,14
2016,3,73,MIA,Kenyan Drake\DrakKe00,,RB,22,2016,0,2,2,16
2016,3,74,KAN,KeiVarae Russell\RussKe00,,CB,22,2016,0,1,,5
2016,3,75,OAK,Shilique Calhoun\CalhSh00,,DE,24,2016,0,1,1,10
2016,3,76,CLE,Shon Coleman\ColeSh00,,T,24,2016,0,0,0,6
2016,3,77,CAR,Daryl Worley\WorlDa00,,CB,21,2016,1,5,5,16
2016,3,78,NWE,Joe Thuney\ThunJo00,,G,23,2016,1,8,8,16
2016,3,79,PHI,Isaac Seumalo\SeumIs00,,G,22,2016,0,2,2,9
2016,3,80,BUF,Adolphus Washington\WashAd00,,DT,21,2016,1,4,4,15
2016,3,81,ATL,Austin Hooper\HoopAu00,,TE,21,2016,0,3,3,14
2016,3,82,IND,Le'Raven Clark\ClarLe01,,T,23,2016,0,2,2,8
2016,3,83,NYJ,Jordan Jenkins\JenkJo01,,OLB,22,2016,1,5,5,14
2016,3,84,WAS,Kendall Fuller\FullKe00,,CB,21,2016,0,2,2,13
2016,3,85,HOU,Braxton Miller\MillBr03,,WR,24,2016,0,1,1,10
2016,3,86,MIA,Leonte Carroo\CarrLe00,,WR,22,2016,0,0,0,14
2016,3,87,CIN,Nick Vigil\VigiNi00,,ILB,23,2016,0,1,1,16
2016,3,88,GNB,Kyler Fackrell\FackKy00,,OLB,24,2016,0,1,1,13
2016,3,89,PIT,Javon Hargrave\HargJa00,,DT,23,2016,1,7,7,15
2016,3,90,SEA,C.J. Prosise\ProsC.00,,RB,22,2016,0,3,3,6
2016,3,91,NWE,Jacoby Brissett\BrisJa00,,QB,23,2016,0,2,2,3
2016,3,92,ARI,Brandon Williams\WillBr07,,CB,24,2016,0,2,2,13
2016,3,93,CLE,Cody Kessler\KessCo00,,QB,23,2016,1,3,3,9
2016,3,94,SEA,Nick Vannett\VannNi00,,TE,23,2016,0,0,0,8
2016,3,95,DET,Graham Glasgow\GlasGr00,,C,24,2016,0,6,6,15
2016,3,96,NWE,Vincent Valentine\ValeVi00,,DT,22,2016,0,3,3,13
2016,3,97,SEA,Rees Odhiambo\OdhiRe00,,G,24,2016,0,1,1,8
2016,3,98,DEN,Justin Simmons\SimmJu00,,FS,22,2016,0,2,2,13
2016,4,99,CLE,Joe Schobert\SchoJo00,,OLB,22,2016,0,2,2,16
2016,4,100,OAK,Connor Cook\CookCo00,,QB,23,2016,0,0,0,1
2016,4,101,DAL,Charles Tapper\TappCh00,,DE,23,,0,,,
2016,4,102,SDG,Joshua Perry\PerrJo01,,ILB,22,2016,0,1,1,15
2016,4,103,JAX,Sheldon Day\DayxSh00,,DT,22,2016,0,1,1,16
2016,4,104,BAL,Tavon Young\YounTa01,,CB,22,2016,1,5,5,16
2016,4,105,KAN,Parker Ehinger\EhinPa00,,G,23,2016,0,2,2,5
2016,4,106,KAN,Eric Murray\MurrEr00,,CB,22,2016,0,1,1,16
2016,4,107,BAL,Chris Moore\MoorCh00,,WR,23,2016,0,0,0,15
2016,4,108,TAM,Ryan Smith\SmitRy00,,CB,23,2016,0,1,1,14
2016,4,109,NYG,B.J. Goodson\GoodB.00,,OLB,23,2016,0,1,1,15
2016,4,110,LAR,Tyler Higbee\HigbTy00,,TE,23,2016,0,1,1,16
2016,4,111,DET,Miles Killebrew\KillMi00,,SS,23,2016,0,1,1,16
2016,4,112,NWE,Malcolm Mitchell\MitcMa01,,WR,24,2016,0,4,4,14
2016,4,113,CHI,Nick Kwiatkoski\KwiaNi00,,ILB,23,2016,0,4,4,14
2016,4,114,CLE,Ricardo Louis\LouiRi00,,WR,22,2016,0,1,1,16
2016,4,115,ATL,De'Vondre Campbell\CampDe00,,OLB,23,2016,1,4,4,11
2016,4,116,IND,Hassan Ridgeway\RidgHa00,,DT,21,2016,0,3,3,16
2016,4,117,LAR,Pharoh Cooper\CoopPh00,,WR,21,2016,0,1,1,10
2016,4,118,NYJ,Juston Burris\BurrJu00,,CB,23,2016,0,1,1,16
2016,4,119,HOU,Tyler Ervin\ErviTy00,,RB,22,2016,0,0,0,12
2016,4,120,NOR,David Onyemata\OnyeDa00,,DT,,2016,0,1,1,16
2016,4,121,MIN,Willie Beavers\BeavWi00,,T,22,2016,0,0,0,2
2016,4,122,CIN,Andrew Billings\BillAn00,,NT,20,,0,,,
2016,4,123,PIT,Jerald Hawkins\HawkJe00,,T,22,,0,,,
2016,4,124,CHI,Deon Bush\BushDe00,,S,,2016,0,2,2,11
2016,4,125,IND,Antonio Morrison\MorrAn01,,ILB,21,2016,0,3,3,16
2016,4,126,KAN,Demarcus Robinson\RobiDe01,,WR,22,2016,0,0,0,16
2016,4,127,CHI,Deiondre' Hall\HallDe02,,CB,,2016,0,1,1,8
2016,4,128,ARI,Evan Boehm\BoehEv00,,C,23,2016,0,2,2,16
2016,4,129,CLE,Derrick Kindred\KindDe00,,FS,22,2016,0,2,2,12
2016,4,130,BAL,Alex Lewis\LewiAl01,,T,24,2016,0,3,3,9
2016,4,131,GNB,Blake Martinez\MartBl01,,LB,22,2016,1,5,5,13
2016,4,132,BAL,Willie Henry\HenrWi00,,DT,22,,0,,,
2016,4,133,SFO,Rashard Robinson\RobiRa00,,CB,21,2016,0,3,3,14
2016,4,134,BAL,Kenneth Dixon\DixoKe00,,RB,22,2016,0,3,3,12
2016,4,135,DAL,Dak Prescott\PresDa01,,QB,23,2016,1,16,16,16
2016,4,136,DEN,Devontae Booker\BookDe00,,RB,24,2016,0,5,5,16
2016,4,137,GNB,Dean Lowry\LowrDe00,,DE,22,2016,0,1,1,15
2016,4,138,CLE,Seth Devalve\DevaSe00,,TE,23,2016,0,1,1,12
2016,4,139,BUF,Cardale Jones\JoneCa01,,QB,24,2016,0,0,0,1
2016,5,140,TEN,Tajae Sharpe\SharTa00,,WR,21,2016,1,5,5,16
2016,5,141,CAR,Zack Sanchez\SancZa00,,CB,21,2016,0,1,1,5
2016,5,142,SFO,Ronald Blair\BlaiRo00,,DE,23,2016,0,1,1,15
2016,5,143,OAK,DeAndre Washington\WashDe00,,RB,23,2016,0,4,4,14
2016,5,144,DEN,Connor McGovern\McGoCo00,,G,,,0,,,
2016,5,145,SFO,John Theus\TheuJo00,,T,22,2016,0,1,1,4
2016,5,146,BAL,Matt Judon\JudoMa00,,DE,,2016,0,2,2,14
2016,5,147,SEA,Quinton Jefferson\JeffQu00,,DT,23,2016,0,0,0,3
2016,5,148,TAM,Caleb Benenoch\BeneCa00,,T,22,2016,0,1,1,5
2016,5,149,NYG,Paul Perkins\PerkPa00,,RB,21,2016,0,4,4,14
2016,5,150,CHI,Jordan Howard\HowaJo00,,RB,21,2016,1,9,9,15
2016,5,151,DET,Joe Dahl\DahlJo00,,G,23,2016,0,0,0,6
2016,5,152,WAS,Matthew Ioannidis\IoanMa01,,DT,22,2016,0,1,1,10
2016,5,153,PHI,Wendell Smallwood\SmalWe00,,RB,22,2016,0,3,3,13
2016,5,154,CLE,Jordan Payton\PaytJo00,,WR,23,2016,0,0,0,4
2016,5,155,IND,Joe Haeg\HaegJo00,,T,23,2016,0,9,9,15
2016,5,156,BUF,Jonathan Williams\WillJo07,,RB,22,2016,0,1,1,10
2016,5,157,TEN,LeShaun Sims\SimsLe00,,CB,,2016,0,2,2,13
2016,5,158,NYJ,Brandon Shell\ShelBr00,,T,24,2016,0,2,2,8
2016,5,159,HOU,K.J. Dillon\DillK.00,,S,23,2016,0,0,0,5
2016,5,160,MIN,Kentrell Brothers\BrotKe00,,OLB,23,2016,0,1,1,10
2016,5,161,CIN,Christian Westerman\WestCh02,,G,23,,0,,,
2016,5,162,KAN,Kevin Hogan\HogaKe00,,QB,23,2016,0,1,,4
2016,5,163,GNB,Trevor Davis\DaviTr03,,WR,23,2016,0,0,0,11
2016,5,164,PHI,Halapoulivaati Vaitai\VaitHa00,,T,23,2016,0,3,3,7
2016,5,165,KAN,Tyreek Hill\HillTy00,,WR,22,2016,0,10,10,16
2016,5,166,HOU,D.J. Reader\ReadD.00,,NT,22,2016,0,4,4,16
2016,5,167,ARI,Marqui Christian\ChriMa00,,SS,21,2016,0,1,,11
2016,5,168,CLE,Spencer Drango\DranSp00,,G,23,2016,1,4,4,16
2016,5,169,DET,Antwione Williams\WillAn01,,LB,23,2016,0,2,2,14
2016,5,170,ARI,Cole Toner\ToneCo00,,T,22,2016,0,0,0,2
2016,5,171,SEA,Alex Collins\CollAl00,,RB,22,2016,0,2,2,11
2016,5,172,CLE,Rashard Higgins\HiggRa00,,WR,21,2016,0,0,0,16
2016,5,173,CLE,Trey Caldwell\CaldTr00,,DB,22,2016,0,0,0,1
2016,5,174,SFO,Fahn Cooper\CoopFa00,,T,23,,0,,,
2016,5,175,SDG,Jatavis Brown\BrowJa05,,OLB,22,2016,0,4,4,12
2016,6,176,DEN,Andy Janovich\JanoAn00,,FB,23,2016,0,1,1,11
2016,6,177,LAR,Temarrick Hemingway\HemiTe00,,TE,23,2016,0,0,0,8
2016,6,178,KAN,D.J. White\WhitD.00,,CB,23,2016,0,1,1,11
2016,6,179,SDG,Drew Kaser\KaseDr00,,P,23,2016,1,3,3,16
2016,6,180,MIN,Moritz Boehringer\BoehMo00,,WR,22,,0,,,
2016,6,181,JAX,Tyrone Holmes\HolmTy01,,OLB,23,2016,0,1,,11
2016,6,182,BAL,Keenan Reynolds\ReynKe00,,RB,21,,0,,,
2016,6,183,TAM,Devante Bond\BondDe00,,OLB,23,,0,,,
2016,6,184,NYG,Jerell Adams\AdamJe01,,TE,23,2016,0,1,1,13
2016,6,185,CHI,DeAndre Houston-Carson\HousDe00,,FS,,2016,0,0,0,7
2016,6,186,MIA,Jakeem Grant\GranJa00,,WR,23,2016,0,1,1,16
2016,6,187,WAS,Nate Sudfeld\SudfNa00,,QB,22,,0,,,
2016,6,188,MIN,David Morgan\MorgDa01,,TE,23,2016,0,0,0,11
2016,6,189,DAL,Anthony Brown\BrowAn02,,CB,22,2016,1,4,4,16
2016,6,190,LAR,Josh Forrest\ForrJo00,,ILB,,2016,0,2,2,10
2016,6,191,DET,Jake Rudock\RudoJa00,,QB,23,,0,,,
2016,6,192,BUF,Kolby Listenbee\ListKo00,,WR,22,,0,,,
2016,6,193,TEN,Sebastian Tretola\TretSe00,,G,24,2016,0,0,0,1
2016,6,194,OAK,Cory James\JameCo00,,OLB,23,2016,0,3,3,16
2016,6,195,ATL,Wes Schweitzer\SchwWe00,,G,23,,0,,,
2016,6,196,PHI,Blake Countess\CounBl00,,CB,23,2016,0,1,,5
2016,6,197,TAM,Dan Vitale\VitaDa00,,FB,21,2016,0,0,,9
2016,6,198,SDG,Derek Watt\WattDe00,,FB,23,2016,0,1,1,16
2016,6,199,CIN,Cody Core\CoreCo00,,WR,22,2016,0,2,2,8
2016,6,200,GNB,Kyle Murphy\MurpKy00,,T,22,2016,0,0,0,3
2016,6,201,JAX,Brandon Allen\AlleBr00,,QB,24,,0,,,
2016,6,202,DET,Anthony Zettel\ZettAn00,,DT,24,2016,0,1,1,13
2016,6,203,KAN,Dadi Nicolas\NicoDa00,,DE,24,2016,0,1,1,9
2016,6,204,MIA,Jordan Lucas\LucaJo00,,SS,23,2016,0,0,0,8
2016,6,205,ARI,Harlan Miller\MillHa00,,CB,,2016,0,1,1,2
2016,6,206,LAR,Mike Thomas\ThomMi04,,WR,22,2016,0,0,0,15
2016,6,207,SFO,Jeff Driskel\DrisJe00,,QB,23,,0,,,
2016,6,208,NWE,Kamu Grugier-Hill\GrugKa00,,OLB,22,2016,0,1,,12
2016,6,209,BAL,Maurice Canady\CanaMa00,,CB,,2016,0,0,0,4
2016,6,210,DET,Jimmy Landes\LandJi00,,LS,24,,0,,,
2016,6,211,SFO,Kelvin Taylor\TaylKe01,,RB,23,,0,,,
2016,6,212,DAL,Kavon Frazier\FrazKa00,,SS,23,2016,0,1,1,9
2016,6,213,SFO,Aaron Burbridge\BurbAa00,,WR,22,2016,0,1,1,16
2016,6,214,NWE,Elandon Roberts\RobeEl00,,ILB,22,2016,0,4,4,13
2016,6,215,SEA,Joey Hunt\HuntJo00,,C,22,2016,0,1,1,11
2016,6,216,DAL,Darius Jackson\JackDa01,,RB,22,,0,,,
2016,6,217,DAL,Rico Gathers\GathRi00,,TE,22,,0,,,
2016,6,218,BUF,Kevon Seymour\SeymKe00,,CB,22,2016,0,1,1,15
2016,6,219,DEN,Will Parks\ParkWi01,,S,22,2016,0,1,1,16
2016,6,220,PIT,Travis Feeney\FeenTr00,,OLB,,,0,,,
2016,6,221,NWE,Ted Karras\KarrTe00,,G,23,2016,0,2,2,16
2016,7,222,TEN,Aaron Wallace\WallAa00,,OLB,23,2016,0,1,1,10
2016,7,223,MIA,Brandon Doughty\DougBr00,,QB,24,,0,,,
2016,7,224,SDG,Donavon Clark\ClarDo00,,G,23,,0,,,
2016,7,225,NWE,Devin Lucien\LuciDe00,,WR,23,,0,,,
2016,7,226,JAX,Jonathan Woodard\WoodJo00,,DE,23,,0,,,
2016,7,227,MIN,Stephen Weatherly\WeatSt00,,OLB,22,2016,0,0,0,2
2016,7,228,DEN,Riley Dixon\DixoRi00,,P,23,2016,1,2,2,16
2016,7,229,PIT,Demarcus Ayers\AyerDe00,,WR,22,2016,0,0,0,2
2016,7,230,CHI,Daniel Braverman\BravDa00,,WR,23,2016,0,0,0,3
2016,7,231,MIA,Thomas Duarte\DuarTh00,,TE,21,2016,0,0,0,1
2016,7,232,WAS,Steven Daniels\DaniSt00,,ILB,23,,0,,,
2016,7,233,PHI,Jalen Mills\MillJa02,,FS,22,2016,0,2,2,16
2016,7,234,OAK,Vadal Alexander\AlexVa00,,G,22,2016,0,2,2,9
2016,7,235,NYJ,Lac Edwards\EdwaLa01,,P,24,2016,1,0,0,16
2016,7,236,DET,Dwayne Washington\WashDw00,,RB,22,2016,0,2,2,12
2016,7,237,NOR,Daniel Lasco\LascDa00,,RB,23,2016,0,0,0,7
2016,7,238,ATL,Devin Fuller\FullDe00,,WR,22,,0,,,
2016,7,239,IND,Trevor Bates\BateTr00,,LB,23,2016,0,0,0,1
2016,7,240,PHI,Alex McCalister\McCaAl00,,DE,22,,0,,,
2016,7,241,NYJ,Charone Peake\PeakCh00,,WR,23,2016,0,1,1,15
2016,7,242,WAS,Keith Marshall\MarsKe00,,RB,22,,0,,,
2016,7,243,SEA,Kenny Lawler\LawlKe00,,WR,22,,0,,,
2016,7,244,MIN,Jayron Kearse\KearJa00,,S,22,2016,0,1,1,16
2016,7,245,CIN,Clayton Fejedelem\FejeCl00,,S,23,2016,0,1,1,16
2016,7,246,PIT,Tyler Matakevich\MataTy00,,OLB,23,2016,0,1,1,16
2016,7,247,SEA,Zac Brooks\BrooZa00,,RB,23,,0,,,
2016,7,248,IND,Austin Blythe\BlytAu00,,C,24,2016,0,1,1,8
2016,7,249,SFO,Prince Charles Iworah\IworPr00,,CB,23,2016,0,0,0,1
2016,7,250,CLE,Scooby Wright\WrigSc00,,ILB,22,2016,0,0,,3
2016,7,251,PHI,Joe Walker\WalkJo01,,ILB,23,,0,,,
2016,7,252,CAR,Beau Sandland\SandBe00,,TE,23,,0,,,
2016,7,253,TEN,Kalan Reed\ReedKa00,,CB,22,2016,0,0,0,4
